,index,blocknum,p0vs1,p1vs0,LINK-slippagemap_01,LINK-slippagemap_2,LINK-slippagemap_3,LINK-slippagemap_4,LINK-slippagemap_5,LINK-slippagemap_6,LINK-slippagemap_7,LINK-slippagemap_8,LINK-slippagemap_9,LINK-slippagemap_10,LINK-slippagemap_11,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10
48,48,12924532.0,19.594597367954474,0.05103447553535479,4.6724587417283105,10.127577218546412,15.528419147026833,20.875524511320126,26.1694278232903,31.410658581288928,36.59974083807643,41.737193392341844,46.823530050248046,51.85925930971158,56.84488470350777,230.59809673453213,336.1084300799923,440.56897041438003,543.9901607435111,646.3823444895625,747.7557616598632,848.1205450444448,947.486731597762,1045.8642564153145,1143.2629589617493
49,49,12928095.0,21.497770864906837,0.046516450765246985,1.1269825798295796,6.368213337828209,11.557295594615711,16.69474814888113,21.78108480678733,26.816814066250867,31.802439460047054,36.738459537656894,41.62536774693498,46.463652982156496,51.25379876534217,311.8343088594443,421.65037847806394,530.3738178587821,638.0154922799544,744.5861657622057,850.0964991076659,954.5570394420536,1057.9782297711847,1160.370413517236,1261.7438306875367
50,50,12930523.0,21.519278312348813,0.04646995988829938,0.8442593696335507,6.0854901276321804,11.274572384419683,16.4120249386851,21.4983615965913,26.53409085605484,31.519716249851026,36.45573632746086,41.342644536738945,46.180929771960464,50.971075555146136,317.9156398597604,427.73170947838,536.4551488590981,644.0968232802704,750.6674967625218,856.1778301079819,960.6383704423696,1064.0595607715006,1166.451744517552,1267.8251616878529
51,51,12935767.0,21.879461573985605,0.04570496383644957,1.7266631765078144,6.915745433295316,12.053197987560733,17.139534645466934,22.17526390493047,27.160889298726662,32.0969093763365,36.98381758561458,41.8221028208361,46.61224860402177,51.354733979467184,301.58529707461946,412.50498286486004,522.3210524834797,631.0444918641978,738.6861662853701,845.2568397676214,950.7671731130815,1055.2277134474693,1158.6489037766003,1261.0410875226517
52,52,12938904.0,23.302140407259742,0.04291451268092315,0.9160621401532248,5.951791399616761,10.93741679341295,15.873436871022786,20.76034508030087,25.59863031552239,30.388776098708064,35.131261474153476,39.82656080867353,44.47514336928166,49.07747409090222,328.44414055381435,442.74166158603646,555.9019589310702,667.9363508840158,778.8560366742564,888.672106292876,997.3955456735941,1105.0372200947663,1211.6078935770179,1317.118226922478
53,53,12940229.0,22.845318330017538,0.04377264459852385,0.8933545238742376,5.9796911817804395,11.015420441243975,16.001045835040166,20.93706591265,25.82397412192808,30.662259357149605,35.45240514033528,40.19489051578069,44.89018985030074,49.53877241090888,325.9052678000823,439.06556514511607,551.0999570980616,662.0196428883022,771.8357125069218,880.5591518876399,988.2008263088122,1094.7714997910637,1200.2818331365238,1304.7423734709114
54,54,12943149.0,22.3840181594285,0.04467473144801682,1.002901969327311,6.140354523592728,11.22669118149893,16.262420440962465,21.248045834758656,26.184065912368492,31.070974121646575,35.90925935686809,40.69940514005377,45.44189051549918,50.13718985001923,320.4109863801821,432.4453783331277,543.3650641233683,653.1811337419879,761.904573122706,869.5462475438783,976.1169210261296,1081.6272543715897,1186.0877947059776,1289.5089850351085
55,55,12944899.0,22.568312467828733,0.04430991468349732,4.004859434374195,9.091196092280397,14.126925351743932,19.112550745540123,24.04857082314996,28.93547903242804,33.77376426764956,38.56391005083523,43.306395426280645,48.001694760800696,52.65027732140883,255.25068903774422,368.410986382778,480.4453783357236,591.3650641259642,701.1811337445838,809.9045731253019,917.5462475464742,1024.1169210287255,1129.6272543741857,1234.0877947085735
56,56,12945619.0,22.568312467828733,0.04430991468349732,1.535873087358314,3.486495253787203,5.417709362938932,7.329708520826555,9.22268392235794,11.096824805955134,12.952318663731694,14.78935092752884,16.6081053119696,18.408763737852055,20.191506170188354,97.88924436595033,141.2864866656317,184.25194157827585,226.7899040349011,268.90462707337906,310.60032382533547,351.88116115077787,392.751267077134,433.2147300472941,473.2755949089753
57,57,12947627.0,23.54102654356551,0.042479031156495206,2.851511363676222,7.068218146861015,11.242970098560614,15.376184563591623,19.46827503547665,23.519650464031116,27.530716011931933,31.50187288576968,35.43351797886111,39.32604452055951,43.1798416886066,231.26575583390496,328.90699885766185,425.57674320658515,521.2846545943452,616.0403057280656,709.8531686123149,802.7326228608698,894.6879600786095,985.7283698233776,1075.8629560119748
58,58,12951534.0,23.50809381130502,0.04253854047149926,3.1683113636593396,7.385018146844133,11.55977009854373,15.692984563574742,19.78507503545977,23.836450464014234,27.84751601191505,31.818672885752793,35.75031797884423,39.64284452054263,43.49664168858972,223.81283896195728,321.4540819857142,418.12382633463744,513.8317377223975,608.587388856118,702.4002517403673,795.2797059889222,887.2350432066619,978.27545295143,1068.410039140027
59,59,12959206.0,23.872902029736604,0.04188849762606902,4.097165842183546,8.271917793883144,12.405132258914156,16.49722273079918,20.548598159353645,24.559663707254465,28.530820581092208,32.46246567418365,36.35499221588204,40.20878938392913,44.0242424877853,203.08150621490742,301.7040099661507,399.34525298990764,496.0149973388309,591.722908726591,686.4785598603114,780.2914227445607,873.1708769931156,965.1262142108553,1056.1666239556234
60,60,12961586.0,24.219141448399384,0.04128965521468098,1.0648579149224717,5.23960986662207,9.372824331653081,13.464914803538106,17.516290232092572,21.52735577999339,25.498512653831135,29.43015774692257,33.32268428862097,37.17648145666806,40.99193456052422,275.99801021884304,374.6205139700863,472.2617569938432,568.9315013427665,664.6394127305266,759.395063864247,853.2079267484963,946.0873809970512,1038.042718214791,1129.083127959559
61,61,12964536.0,23.545734984284486,0.042470536624464955,2.8172310174579986,7.033937800642792,11.208689752342389,15.3419042173734,19.433994689258427,23.48537011781289,27.49643566571371,31.467592539551454,35.399237632642894,39.29176417434129,43.145561342388376,232.0728859496657,329.7141289734226,426.3838733223459,522.0917847101059,616.8474358438264,710.6602987280756,803.5397529766307,895.4950901943703,986.5354999391384,1076.6700861277354
62,62,12967933.0,24.204615048194082,0.04131443520208393,1.1835877193391717,5.358339671038769,9.49155413606978,13.583644607954806,17.63502003650927,21.64608558441009,25.617242458247834,29.54888755133927,33.44141409303767,37.29521126108476,41.110664364940924,273.1232002059372,371.7457039571805,469.3869469809374,566.0566913298607,661.7646027176207,756.5202538513412,850.3331167355905,943.2125709841454,1035.1679082018852,1126.2083179466533
63,63,12969090.0,24.083900047581007,0.041521514290640826,2.2406456761819173,6.415397627881515,10.548612092912526,14.640702564797552,18.69207799335202,22.703143541252835,26.674300415090578,30.605945508182018,34.49847204988041,38.3522692179275,42.16772232178367,247.59995056916696,346.2224543204103,443.8636973441672,540.5334416930905,636.2413530808506,730.997004214571,824.8098670988203,917.6893213473752,1009.6446585651148,1100.685068309883
64,64,12969729.0,23.607030480136448,0.042360262161792235,2.2526063354371066,6.4693131186218995,10.644065070321497,14.777279535352509,18.869370007237535,22.920745435792,26.93181098369282,30.902967857530562,34.834612950621995,38.7271394923204,42.580936660367485,245.38565102894975,343.02689405270667,439.6966384016299,535.40454978939,630.1602009231104,723.9730638073597,816.8525180559146,908.8078552736544,999.8482650184225,1089.9828512070196
65,65,12970914.0,23.512795665148218,0.04253003403939105,3.121137482988007,7.3378442661728,11.512596217872398,15.64581068290341,19.737901154788435,23.7892765833429,27.80034213124372,31.771499005081463,35.7031440981729,39.595670639871294,43.44946780791839,224.921932924931,322.56317594868796,419.2329202976112,514.9408316853712,609.6964828190917,703.5093457033411,796.388799951896,888.3441371696356,979.3845469144037,1069.5191331030007
66,66,12973054.0,23.765720668503768,0.04207741115653522,0.8477207247584102,5.064427507943203,9.2391794596428,13.372393924673812,17.464484396558838,21.515859825113303,25.526925373014123,29.498082246851865,33.429727339943305,37.3222538816417,41.17605104968879,278.66378392783116,376.30502695158805,472.97477130051135,568.6826826882714,663.4383338219918,757.2511967062411,850.1306509547961,942.0859881725357,1033.1263979173038,1123.260984105901
67,67,12976865.0,24.18526006691319,0.04134749832060135,1.3644275081427437,5.539179459842341,9.672393924873353,13.764484396758379,17.815859825312845,21.826925373213662,25.798082247051404,29.72972734014284,33.62225388184124,37.476051049888326,41.2915041537445,268.7476344746038,367.37013822584703,465.01138124960397,561.6811255985273,657.3890369862872,752.1446881200078,845.9575510042571,938.837005252812,1030.7923424705516,1121.8327522153197
68,68,12977738.0,24.656545296537622,0.0405571821994229,1.4854062843026121,5.6186207493336235,9.710711221218649,13.762086649773115,17.773152197673934,21.744309071511676,25.675954164603112,29.56848070630151,33.4222778743486,37.237730978204766,41.01522166881465,268.12953756529157,367.743165479926,466.3656692311693,564.0069122549262,660.6766566038494,756.3845679916095,851.14021912533,944.9530820095792,1037.8325362581343,1129.7878734758738
69,69,12981829.0,24.081491898391167,0.04152566644206989,2.26065433233632,6.435406284035918,10.568620749066929,14.660711220951955,18.71208664950642,22.723152197407238,26.69430907124498,30.62595416433642,34.518480706034815,38.3722778740819,42.187730977938074,247.11806399633826,345.74056774758157,443.38181077133845,540.0515551202617,635.7594665080218,730.5151176417422,824.3279805259915,917.2074347745464,1009.1627719922861,1100.2031817370544
70,70,12984304.0,24.32593510493778,0.041108388873281825,0.13027965307627642,4.305031604775874,8.438246069806885,12.530336541691911,16.581711970246378,20.592777518147194,24.563934391984937,28.495579485076377,32.38810602677477,36.24190319482186,40.05735629867803,298.6837839991222,397.3062877503655,494.9475307741224,591.6172751230457,687.3251865108058,782.0808376445262,875.8937005287755,968.7731547773304,1060.72849199507,1151.7689017398382
71,71,12987252.0,23.76334433407036,0.04208161889765087,0.8635728696250542,5.080279652809847,9.255031604509446,13.388246069540456,17.480336541425483,21.53171196997995,25.542777517880765,29.51393439171851,33.44557948480995,37.33810602650834,41.19190319455543,278.2870591156985,375.92830213945547,472.5980464883787,568.3059578761388,663.0616090098592,756.8744718941085,849.7539261426634,941.7092633604032,1032.7496731051713,1122.8842592937683
72,72,12988099.0,22.69277391869209,0.04406689123079385,2.2026039549964445,6.504489594788522,10.763572869092398,14.980279652277192,19.155031603976788,23.2882460690078,27.380336540892827,31.431711969447292,35.44277751734811,39.413934391185855,43.34557948427729,242.6938227229903,338.40173411075034,433.1573852444708,526.9702481287201,619.849702377275,711.8050395950147,802.8454493397828,892.9800355283799,982.2178147782017,1070.5677075622177
73,73,12990806.0,24.11522790997461,0.041467574087756275,1.9646104836216958,6.139362435321293,10.272576900352304,14.36466737223733,18.416042800791796,22.427108348692613,26.39826522253036,30.329910315621795,34.22243685732019,38.07623402536728,41.89168712922345,254.2526246154594,352.8751283667027,450.5163713904596,547.1861157393829,642.894027127143,737.6496782608634,831.4625411451127,924.3419953936676,1016.2973326114073,1107.3377423561753
74,74,12998324.0,24.11522790997461,0.041467574087756275,2.05782e-15,6.43065e-15,1.075997e-14,1.504621e-14,1.928981e-14,2.349118e-14,2.765075e-14,3.176894e-14,3.584615e-14,3.988279e-14,4.387927e-14,2.6631584e-13,3.6961757e-13,4.7189148e-13,5.731478e-13,6.7339665e-13,7.7264805e-13,8.7091194e-13,9.6819814e-13,1.06451637e-12,1.15987626e-12
75,75,15866249.0,7.991661820974527,0.12513041998041616,0.09916356838907661,0.24120457607325915,0.3818323110757827,0.5210608554750067,0.658904118369089,0.7953758895476746,0.9304898029648064,1.064259384813846,1.196698003073037,1.3278188927121248,1.4576351830936876,2.620821039682994,3.737836151357217,4.8437373137115,5.938635085071904,7.022638945849867,8.095857440332484,9.15839770500002,10.210365996488363,11.251867617221917,12.28300659757243
76,76,15888538.0,7.991661820974527,0.12513041998041616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11545.287223978017,22975.703178598917,34292.39008667623,45496.47929159188,56589.0911064272,67571.33626490281,78444.31109465164,89209.10291985891,99866.78930026336,99866.78930026336
77,77,15892836.0,7.774896146917382,0.1286190813489494,98.99999687849967,1581.866892819314,1581.866892819314,1581.866892819314,1581.866892819314,1581.866892819314,1581.866892819314,1581.866892819314,1581.866892819314,1581.866892819314,1581.866892819314,33522.10876242283,44726.197967338485,55818.809782173805,66801.05494064941,77674.02977039825,88438.82159560552,99096.50797600998,99096.50797600998,99096.50797600998,99096.50797600998
78,78,15893584.0,7.785009578551546,0.1284519935280615,0.11917470887850228,1482.9860706496927,1482.9860706496927,1482.9860706496927,1482.9860706496927,1482.9860706496927,1482.9860706496927,1482.9860706496927,1482.9860706496927,1482.9860706496927,1482.9860706496927,34291.462218390356,45495.55142330601,56588.16323814133,67570.40839661694,78443.38322636577,89208.17505157304,99865.8614319775,99865.8614319775,99865.8614319775,99865.8614319775
79,79,15894454.0,7.785009578551546,0.1284519935280615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,80,15936131.0,7.785009578551546,0.1284519935280615,6.847268953318946e-05,0.8520603553658719,1.695575180259183,2.530697359662804,3.35751028118913,4.176096739632157,4.986538512758436,5.788916676866774,6.583311392029249,7.369802184745029,8.148467651296324,19.702407232332632,26.139797588473357,32.51313780517784,38.82306606252577,45.07021226347507,51.255201137987825,57.37865180579287,63.44117590765645,69.44337994041048,75.38586437142001
81,81,15936729.0,6.515011267704516,0.15349167620892507,44.74453792541008,93.67264098111657,142.11392767310394,190.07324210426677,237.55537199868343,284.56507197624956,331.1070425064259,377.185936379903,422.8063582313086,467.97287258813793,512.6899939873043,670.0189410324288,985.0469522445836,1296.9405212362994,1605.7308486582087,1911.448826508985,2214.1249906397456,2513.789632608001,2810.4727289233147,3104.203894162871,3395.0125538333396
82,82,15937581.0,6.7060325049288245,0.14911946807072832,22.497383743895853,70.93867043588322,118.89798486704603,166.3801147614627,213.38981473902885,259.93178526920514,306.01067914268225,351.6311009940879,396.7976153509172,441.5147367500836,485.78694012748304,822.3197508278828,1140.5136680825983,1455.5416792947533,1767.435248286469,2076.225575708378,2381.943553559154,2684.6197176899154,2984.2843596581706,3280.967455973484,3574.698621213041
83,83,15938946.0,6.674589672804657,0.14982194397274473,34.19803507329165,82.639321765279,130.59863619644184,178.0807660908585,225.09046606842466,271.632436598601,317.7113304720781,363.33175232348367,408.498266680313,453.2153880794794,497.4875914568788,744.0358716944638,1062.2297889491795,1377.2578001613342,1689.15136915305,1997.9416965749595,2303.6596744257354,2606.335838556496,2906.0004805247513,3202.683576840065,3496.414742079622
84,84,15939853.0,6.507849053354837,0.15366060149850796,47.567202200798256,96.49530525650475,144.93659194849212,192.89590637965495,240.3780362740716,287.38773625163776,333.92970678181405,380.00860065529116,425.62902250669674,470.79553686352614,515.5126582626925,651.6381708651456,966.6661820773005,1278.559751069016,1587.3500784909256,1893.0680563417015,2195.7442204724625,2495.4088624407177,2792.091958756031,3085.823123995588,3376.6317836660564
85,85,15940402.0,7.31263128178997,0.13674968167617255,6.317968410942428,52.85993894111873,98.93883281459584,144.55925466600144,189.7257690228308,234.4428904219972,278.7150937993966,322.54679976967225,365.9423975204768,408.90622232394395,451.4425722654057,967.3771465669703,1298.5561452307156,1626.4400071285331,1951.0615535591817,2272.453209340329,2590.647126595045,2905.6751378071995,3217.568706798915,3526.359034220825,3832.0770120716006
86,86,15941203.0,7.076679534221978,0.14130921079075565,36.55763144832049,83.56733142588665,130.10930195606295,176.18819582954006,221.80861768094567,266.97513203777504,311.6922534369414,355.9644568143408,399.79616278461646,443.191760535421,486.15558533888816,742.8249193710811,1070.7087812688987,1395.3303276995473,1716.7219834806947,2034.9159007354103,2349.943911947565,2661.837480939281,2970.62780836119,3276.3457862119662,3579.0219503427275
87,87,15941806.0,7.076679534221978,0.14130921079075565,56.655450847384635,129.50906966550573,201.63782142669152,273.048916826598,343.749491930678,413.74662064806927,483.04729941464706,551.6584632943272,619.5869631662754,686.8396012054538,753.4230960308633,1151.1982324985713,1659.3385929500657,2162.423156669757,2660.5021742507743,3153.625473675839,3641.8423875645403,4125.201677200284,4603.751696014579,5077.540319103347,5546.614869620297
88,88,15942445.0,7.305322670847129,0.1368864929116183,13.354806974662962,85.48355873584875,156.89465413575522,227.59522923983525,297.59235795722645,366.8930367238043,435.5042006034845,503.4327004754327,570.6853385146111,637.2688333400206,703.1898459401506,1473.1539381700475,1986.4009603958782,2494.5413208473724,2997.625884567064,3495.704902148081,3988.828201573146,4477.045115461848,4960.404405097591,5438.954423911885,5912.743047000655
89,89,15943169.0,7.177880147599655,0.13931689850441548,4.738018096880723,77.59163691500183,149.7203886761876,221.13148407609407,291.8320591801741,361.82918789756536,431.12986666414315,499.74103054382334,567.6695304157715,634.9221684549499,701.5056632803595,1521.2356373708221,2029.3759978223163,2532.4605615420082,3030.539579123025,3523.66287854809,4011.8797924367914,4495.239082072535,4973.789100886829,5447.577723975598,5916.652274492548
90,90,15943732.0,6.8916196520343345,0.14510377102787592,7.415459633234275,81.74075024376258,155.32652070498986,228.18013952311097,300.30889128429675,371.7199866842032,442.42056178828324,512.4176905056745,581.7183692722523,650.3295331519325,718.2580330238807,1473.3158945723158,1971.3949121533326,2464.5182115783973,2952.735125467099,3436.094415102843,3914.6444339171367,4388.433057005906,4857.507607522856,5321.915030025923,5781.701780825238
91,91,15944639.0,6.818276076725633,0.14666463908868793,47.44436028834352,121.76965089887182,195.35542136009911,268.2090401782202,340.337791939406,411.74888733931243,482.4494624433925,552.4465911607837,621.7472699273616,690.3584338070417,758.28693367899,1198.916574014382,1696.9955915953988,2190.1188910204637,2678.3358049091653,3161.695094544909,3640.2451133592026,4114.033736447972,4583.108286964922,5047.515709467989,5507.302460267304
92,92,15945230.0,7.016084053967301,0.1425296493468521,14.952421357396245,88.53819181862353,161.39181063674462,233.5205623979304,304.93165779783686,375.63223290191695,445.62936161930816,514.930040385886,583.5412042655662,651.4697041375143,718.7223421766927,1434.666503381018,1937.7510671007096,2435.8300846817265,2928.9533841067914,3417.170297995493,3900.5295876312366,4379.079606445531,4852.8682295343,5321.942780051249,5786.350202554317
93,93,15946533.0,7.1499423260532415,0.1398612680211644,18.815324348895135,91.66894316701624,163.79769492820202,235.20879032810848,305.9093654321885,375.90649414957977,445.20717291615756,513.8183367958378,581.7468366677859,648.9994747069643,715.5829695323739,1420.3835609561443,1928.5239214076385,2431.6084851273304,2929.687502708347,3422.810802133412,3911.0277160221135,4394.387005657857,4872.937024472151,5346.72564756092,5815.80019807787
94,94,15947261.0,6.9608781008099,0.1436600362077379,44.229553882346025,117.81532434357331,190.66894316169441,262.79769492288017,334.2087903227867,404.9093654268667,474.9064941442579,544.2071729108358,612.8183367905159,680.7468366624641,747.9994747016425,1230.0516335761774,1733.1361972958691,2231.215214876886,2724.338514301951,3212.5554281906525,3695.914717826396,4174.46473664069,4648.25335972946,5117.327910246409,5581.735332749477
95,95,15948438.0,6.808737645591487,0.14687010310163423,52.62157186714431,126.94686247767261,200.5326329388999,273.386251757021,345.51500351820675,416.92609891811327,487.6266740221933,557.6238027395846,626.9244815061624,695.5356453858425,763.4641452577907,1163.6399007467996,1661.7189183278165,2154.8422177528814,2643.059131641583,3126.4184212773266,3604.9684400916203,4078.75706318039,4547.83161369734,5012.239036200407,5472.025786999722
96,96,15949878.0,6.8373930451746725,0.14625457296267708,37.19753040156823,112.49192717928568,187.03716141637662,260.8406976948768,333.9099155825888,406.2521197933632,477.8745394377655,548.7843406596077,618.9886111192877,688.4943763050328,757.3085764226586,1288.7410975113778,1793.3144246836564,2292.867417510953,2787.450051846748,3277.111724758849,3761.9014201453015,4241.867637331689,4717.058316504759,5187.521014319086,5653.302792815317
97,97,15951182.0,6.813505192016635,0.146767335140758,50.7626531007648,126.05704987848225,200.60228411557318,274.4058203940733,347.4750382817854,419.8172424925597,491.4396621369621,562.3494633588043,632.5537338184844,702.0594990042293,770.8736991218552,1196.1475844126278,1700.7209115849064,2200.273904412203,2694.856538747998,3184.518211660099,3669.3079070465515,4149.274124232939,4624.464803406009,5094.927501220336,5560.709279716567
98,98,15951860.0,5.876809982636337,0.17016034259310864,5.166775334617189,86.73188963370572,167.48545868209058,247.43556060428247,326.59018053123845,404.9572373447341,482.54457083539097,559.3599308703049,635.4110067430595,710.7054035207769,785.2506377578679,1395.235090537301,1861.0168690335322,2322.1642220315107,2778.723346517176,3230.739860258872,3678.2589473552325,4121.32537937427,4559.983448303728,4994.276988062443,5424.249444719413
99,99,15952081.0,6.301014234012364,0.15870460895042596,7.94351e-15,2.161592e-14,3.515229e-14,4.855398e-14,6.182233e-14,7.495866e-14,8.796428e-14,1.0084051e-13,1.1358862e-13,1.262099e-13,1.3870559e-13,2.0852742e-13,2.9310686e-13,2.9310686e-13,2.9310686e-13,2.9310686e-13,3.7437006e-13,4.5482471e-13,5.3447887e-13,6.133405e-13,6.9141747e-13
