,index,blocknum,p0vs1,p1vs0,MKR-slippagemap_01,MKR-slippagemap_2,MKR-slippagemap_3,MKR-slippagemap_4,MKR-slippagemap_5,MKR-slippagemap_6,MKR-slippagemap_7,MKR-slippagemap_8,MKR-slippagemap_9,MKR-slippagemap_10,MKR-slippagemap_11,MKR-slippagemap_12,MKR-slippagemap_13,MKR-slippagemap_14,MKR-slippagemap_15,MKR-slippagemap_16,MKR-slippagemap_17,MKR-slippagemap_18,MKR-slippagemap_19,MKR-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
31,31,15341525.0,1025.828632513636,0.0009748216888328152,27.354459344885985,57.641299455459404,87.74697273029786,102.73221052073075,132.56816170949327,162.2256412188175,176.98778845443255,206.37956331525797,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,235.59552136474224,49950.99644752712,80889.89448809622,96289.87360584755,126951.5849722171,157429.8860095313,172600.60065460534,202805.84143804657,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553,217840.63907747553
32,32,15342105.0,1029.2192889772314,0.0009716102396348717,18.914855287979154,49.20169539855257,79.30736867339104,94.29260646382392,124.12855765258645,153.78603716191066,168.54818439752574,197.93995925835114,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,227.1559173078354,58623.16380199391,89562.06184256302,104962.04096031435,135623.7523266839,166102.0533639981,181272.76800907214,211478.00879251337,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233,226512.80643194233
33,33,15342746.0,1020.5084341334153,0.000979903709320315,25.25127899206141,55.62911151716907,85.82523272229874,100.85549109193305,130.78108074961605,160.52766123915396,175.33415958045268,204.81423560851727,234.1179705939599,248.7040397263774,248.7040397263774,248.7040397263774,248.7040397263774,248.7040397263774,248.7040397263774,248.7040397263774,248.7040397263774,248.7040397263774,248.7040397263774,248.7040397263774,52030.78051132331,82877.004724332,98230.85542381133,128800.72410548815,159187.7317730898,174313.0049023863,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998,204427.77019595998
34,34,15343294.0,1024.8033678612612,0.0009757969493084071,29.844854016633956,60.131694127207375,90.23736740204583,105.22260519247872,135.05855638124126,164.71603589056548,179.47818312618054,208.86995798700596,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,238.0859160364902,47397.46779924,78336.3658398091,93736.34495756043,124398.05632392998,154876.35736124418,170047.07200631822,200252.31278975945,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884,215287.1104291884
35,35,15344062.0,1037.7969281632734,0.0009635796492188818,28.18404102282742,58.28971429766588,88.21530395534889,103.1109032768613,132.76838278618553,162.2484588142501,176.922304882626,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,206.13826293211025,49220.60325317237,80345.68476085876,95838.33770617051,126684.56191917919,157346.27328554873,172608.28130033534,202995.28896793697,233200.52975137823,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072,248235.3273908072
36,36,15344611.0,1004.7128184486701,0.0009953092880252618,19.290276550220362,49.94273049983131,80.4118290373687,95.57796284801663,125.77408405314628,155.78958021321347,170.72993208046358,200.47651257000152,230.0451581469153,244.76308693936483,274.06682192480747,288.65289105722496,288.65289105722496,288.65289105722496,288.65289105722496,288.65289105722496,288.65289105722496,288.65289105722496,288.65289105722496,288.65289105722496,57776.1273894458,88345.99607112262,103562.28909365021,133858.27686802077,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444,163973.04216159444
37,37,15345166.0,999.4021916295441,0.0010005981659590732,17.622532649552014,48.36707843100824,78.92771661856666,94.1394153330264,124.42625544359983,154.53192871843828,169.51716650887118,199.3531176976337,229.01059720695793,243.77274444257299,273.1645193033984,302.3804773528827,302.3804773528827,302.3804773528827,302.3804773528827,302.3804773528827,302.3804773528827,302.3804773528827,302.3804773528827,302.3804773528827,59327.250205051845,89805.55124236604,104976.26588744008,135181.50667088132,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028,150216.30431031028
38,38,15345790.0,1013.1875263397152,0.0009869841209086366,28.553660152316716,59.022758689854115,89.30959880042754,104.38501370563169,134.4005098656989,164.23646105446142,179.0874422224869,208.6560877994007,238.04786266022612,252.67775157729287,267.2638207097104,267.2638207097104,267.2638207097104,267.2638207097104,267.2638207097104,267.2638207097104,267.2638207097104,267.2638207097104,267.2638207097104,267.2638207097104,48603.738124016985,79357.56794124765,94665.42860813787,125143.72964545205,155439.7174198226,170519.68507396732,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628,185554.48271339628
39,39,15346591.0,1000.0019828748399,0.000999998017129092,16.095657530097515,46.840203311553736,77.40084149911216,92.6125402135719,122.89938032414533,153.00505359898378,167.99029138941668,197.8262425781792,227.48372208750342,242.24586932311848,271.6376441839439,300.85360223342815,300.85360223342815,300.85360223342815,300.85360223342815,300.85360223342815,300.85360223342815,300.85360223342815,300.85360223342815,300.85360223342815,60853.746901318475,91332.04793863268,106502.7625837067,136708.00336714796,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692,151742.80100657692
40,40,15347135.0,1013.1875263397152,0.0009869841209086366,28.539706907242063,59.00880544477946,89.29564555535288,104.37106046055705,134.38655662062422,164.22250780938674,179.07348897741227,208.64213455432605,238.03390941515144,252.66379833221822,267.2498674646357,267.2498674646357,267.2498674646357,267.2498674646357,267.2498674646357,267.2498674646357,267.2498674646357,267.2498674646357,267.2498674646357,267.2498674646357,48617.87569001827,79371.70550724893,94679.56617413914,125157.86721145334,155453.8549858239,170533.82263996862,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758,185568.62027939758
41,41,15347763.0,1012.2761133332707,0.000987872762014657,15.504960191042521,46.06559837860094,76.4434309037086,91.5641372036341,121.66981047847257,151.59540013615558,166.49099945766798,196.1484789669922,225.62855499505682,240.30240106343268,269.5183591129169,269.5183591129169,269.5183591129169,269.5183591129169,269.5183591129169,269.5183591129169,269.5183591129169,269.5183591129169,269.5183591129169,269.5183591129169,61720.40783327637,92382.11919964592,107644.12721443252,138031.13488203415,168236.37566547538,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434,183271.17330490434
42,42,15348775.0,993.5233722049181,0.0010065188479468866,17.460793282826156,48.29770686847893,78.95016081808988,94.20756064116753,124.5853931662752,154.78151437140485,169.81177274103916,199.73736239872215,229.4839428882601,244.2904412295588,273.7705172576234,303.07425224306604,317.66032137548353,317.66032137548353,317.66032137548353,317.66032137548353,317.66032137548353,317.66032137548353,317.66032137548353,317.66032137548353,59362.83551378457,89749.84318138621,104875.11631068273,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564,134989.8816042564
43,43,15349331.0,998.2036881696522,0.0010017995443731946,20.634933195003704,51.37947897645993,81.94011716401835,97.1518158784781,127.43865598905151,157.54432926388998,172.52956705432285,202.3655182430854,232.02299775240962,246.78514498802468,276.1769198488501,305.39287789833435,305.39287789833435,305.39287789833435,305.39287789833435,305.39287789833435,305.39287789833435,305.39287789833435,305.39287789833435,305.39287789833435,56318.24543385289,86796.5464711671,101967.26111624113,132172.50189968236,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132,147207.29953911132
44,44,15349831.0,998.303508538469,0.001001699374435751,20.46329958456734,51.20784536602356,81.76848355358199,96.98018226804173,127.26702237861515,157.3726956534536,172.3579334438865,202.19388463264903,231.85136414197325,246.6135113775883,276.0052862384137,305.221244287898,305.221244287898,305.221244287898,305.221244287898,305.221244287898,305.221244287898,305.221244287898,305.221244287898,305.221244287898,56489.59118731173,86967.89222462593,102138.60686969997,132343.84765314122,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017,147378.64529257017
45,45,15350409.0,988.8650010173772,0.0010112603833396538,29.722913511579097,60.559827097231874,91.21228104684282,106.46968086992047,136.84751339502813,167.0436346001578,182.0738929697921,211.99948262747512,241.74606311701302,256.55256145831174,286.03263748637636,315.33637247181895,329.9224416042365,329.9224416042365,329.9224416042365,329.9224416042365,329.9224416042365,329.9224416042365,329.9224416042365,329.9224416042365,47208.49418513063,77595.50185273227,92720.77498202879,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246,122835.54027560246
46,46,15350970.0,987.9754673425981,0.0010121708818233563,16.545156902930263,47.47471380408015,78.21925958553638,93.52249795001715,123.99159648755455,154.27843659812797,169.35385150333212,199.3693476633993,229.20529885216183,244.05628002018736,273.62492559710114,303.01670045792656,317.6465893749933,332.2326585074108,332.2326585074108,332.2326585074108,332.2326585074108,332.2326585074108,332.2326585074108,332.2326585074108,60141.3091506758,90437.29692504636,105517.26457919108,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003,120552.06221862003
47,47,15351612.0,995.6118590076111,0.001004407481643261,27.3674512591671,58.11199704062332,88.67263522818175,103.88433394264149,134.1711740532149,164.27684732805338,179.26208511848625,209.09803630724878,238.75551581657302,253.51766305218808,282.9094379130135,312.12539596249775,312.12539596249775,312.12539596249775,312.12539596249775,312.12539596249775,312.12539596249775,312.12539596249775,312.12539596249775,312.12539596249775,49605.999611434345,80084.30064874854,95255.01529382258,125460.25607726382,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278,140495.05371669278
48,48,15352173.0,995.0147009149551,0.0010050102768134588,28.927353738634817,59.67189952009104,90.23253770764946,105.44423642210921,135.73107653268264,165.8367498075211,180.82198759795398,210.6579387867165,240.31541829604072,255.07756553165578,284.46934039248123,313.6852984419655,313.6852984419655,313.6852984419655,313.6852984419655,313.6852984419655,313.6852984419655,313.6852984419655,313.6852984419655,313.6852984419655,48053.28926153308,78531.59029884728,93702.30494392132,123907.54572736255,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152,138942.34336679152
49,49,15352720.0,995.0147009149551,0.0010050102768134588,28.96130464034894,59.70585042180516,90.26648860936358,105.47818732382333,135.76502743439676,165.87070070923522,180.8559384996681,210.69188968843062,240.34936919775484,255.1115164333699,284.5032912941953,313.71924934367956,313.71924934367956,313.71924934367956,313.71924934367956,313.71924934367956,313.71924934367956,313.71924934367956,313.71924934367956,313.71924934367956,48019.50531584172,78497.80635315592,93668.52099822996,123873.7617816712,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016,138908.55942110016
50,50,15353314.0,980.4956869399541,0.001019892298681004,20.597640989824967,51.6201203841611,82.45703396981388,97.80624955494406,128.36688774250248,158.74472026761015,173.86542656753565,203.97109984237412,233.8966895000571,248.7922888215695,278.44976833089373,307.92984435895835,322.60369042733424,351.8196484768185,351.8196484768185,351.8196484768185,351.8196484768185,351.8196484768185,351.8196484768185,351.8196484768185,56033.156782219696,86238.39756566094,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899,101273.1952050899
51,51,15353853.0,983.9332622160623,0.0010163290930400618,27.0035845123375,57.93314141348739,88.67768719494362,103.98092555942439,134.45002409696178,164.7368642075352,179.81227911273936,209.82777527280655,239.66372646156907,254.5147076295946,284.0833532065084,313.4751280673338,328.10501698440055,342.69108611681804,342.69108611681804,342.69108611681804,342.69108611681804,342.69108611681804,342.69108611681804,342.69108611681804,49829.324088776506,80125.31186314707,95205.27951729178,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074,110240.07715672074
52,52,15355104.0,970.8371511919593,0.0010300388677670974,31.36815262661829,62.96234074729319,94.36754056849917,109.9996242312008,141.1234597382674,172.06112014515807,187.46048277944263,218.12096793618912,248.59805034807795,263.76815890442373,293.9721901893593,323.99555023144484,338.9398152320202,368.6941908173774,383.50456838513577,383.50456838513577,383.50456838513577,383.50456838513577,383.50456838513577,383.50456838513577,46616.196647818986,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831,77194.07478024831
53,53,15355815.0,985.9029993358532,0.00101429856758083,22.198801226097352,53.60400104730333,84.82134459880281,100.35992021707158,131.29758062396223,162.05017978551413,177.35742841499328,207.8345108268821,238.12928717733152,253.20865066816344,283.232010710249,313.07578007151665,327.93065129618157,342.7410288639399,342.7410288639399,342.7410288639399,342.7410288639399,342.7410288639399,342.7410288639399,342.7410288639399,55737.30044641824,86499.18794696461,101811.05933876365,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393,117077.06607939393
54,54,15356342.0,990.6464717898763,0.0010094418427526663,25.397915483950346,56.70904729620991,87.83288280327652,103.32491496290865,134.16990584445173,164.83039100119822,180.09178866594038,210.47758196943286,240.6816132543684,255.71580984977948,285.64923829702934,315.4036138823865,330.2139914501449,330.2139914501449,330.2139914501449,330.2139914501449,330.2139914501449,330.2139914501449,330.2139914501449,330.2139914501449,52667.62049527229,83521.92761708134,98879.80120363165,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097,129457.67933606097
55,55,15356874.0,997.6049755236381,0.0010024007743897876,22.66492542436603,53.88226897586551,84.9128767537664,100.35850500102492,131.11110416257685,161.67975045679813,176.89543520394483,207.19021155439424,237.30377164063722,252.29293508731172,282.13670444857934,311.8019532410026,311.8019532410026,311.8019532410026,311.8019532410026,311.8019532410026,311.8019532410026,311.8019532410026,311.8019532410026,311.8019532410026,55475.14751152884,86422.15193667584,101826.16585067191,132495.91082902125,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153,147761.91756965153
56,56,15357374.0,992.2326954754485,0.0010078281078218549,21.066687590429414,52.37781940268898,83.50165490975559,98.99368706938772,129.83867795093082,160.4991631076773,175.76056077241947,206.14635407591192,236.35038536084747,251.38458195625856,281.31801040350837,311.07238598886556,325.88276355662396,325.88276355662396,325.88276355662396,325.88276355662396,325.88276355662396,325.88276355662396,325.88276355662396,325.88276355662396,56961.95317496068,87816.26029676973,103174.13388332004,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938,133752.01201574938
57,57,15357893.0,979.9075953769891,0.0010205043870644569,22.67608829744656,54.175639598556536,85.4867714108161,101.07203129961395,132.10263907751485,162.94762995905793,178.30086648632528,208.8695127805466,239.25530608403903,254.37997387814266,284.4935339643857,314.4269624116355,329.32646677232776,358.9917155647511,358.9917155647511,358.9917155647511,358.9917155647511,358.9917155647511,358.9917155647511,358.9917155647511,55167.969683456904,85837.71466180624,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654,101103.72140243654
58,58,15358655.0,980.5937365086481,0.0010197903196490392,20.75318568226236,52.25273698337234,83.5638687956319,99.14912868442975,130.17973646233065,161.02472734387374,176.37796387114108,206.9466101653624,237.33240346885484,252.45707126295846,282.57063134920145,312.5040597964513,327.4035641571436,357.06881294956685,357.06881294956685,357.06881294956685,357.06881294956685,357.06881294956685,357.06881294956685,357.06881294956685,57052.93269829582,87722.67767664517,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545,102988.68441727545
59,59,15359310.0,948.9535789692396,0.001053792326792431,28.422644495068855,60.39822773496265,92.18254150108034,108.0033299922933,139.50288129340328,170.81401310566284,186.3992729944607,217.4298807723616,248.27487165390465,263.628108181172,294.19675447539333,324.5825477788858,339.7072155729894,369.8207756592324,399.75420410648223,414.6537084671745,444.3189572595978,444.3189572595978,444.3189572595978,444.3189572595978,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629,18818.03574857629
60,60,15360006.0,947.7208024327355,0.0010551630790767358,-5.36401e-15,-1.072484e-14,-1.60536e-14,-1.870601e-14,-2.398703e-14,-2.923646e-14,-3.184938e-14,-3.705178e-14,-4.222306e-14,-4.479709e-14,-4.992204e-14,-5.501633e-14,-5.755204e-14,-6.260069e-14,-6.761914e-14,-7.01171e-14,-7.509059e-14,-7.509059e-14,-7.509059e-14,-7.509059e-14,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12,-2.58696201e-12
