,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10
63,63,14613236.0,1.005112770850013,0.994913236605591,11154.242981283493,26050.025216699258,26303.773003296657,26310.191154534063,26313.604848227464,26316.98457668669,26318.50601877203,26320.012322966944,26321.503639911833,26322.980118761858,26324.441907153414,33591.66621582135,33595.14886718351,33598.596867315166,33602.01056097911,33605.390289503724,33608.73639085051,33612.0491995786,33615.32904695249,33618.57626092674,33621.79116619822
64,64,14758541.0,1.005112770850013,0.994913236605591,11153.045230971175,26047.22802232163,26299.392278850723,26304.24265555161,26306.104173565782,26307.94717003088,26307.94717003088,26307.94717003088,26307.94717003088,26307.94717003088,26307.94717003088,33588.032408556595,33589.93152981058,33591.81175543549,33593.673273433604,33595.51626993435,33597.340929231206,33599.147433762286,33600.93596416911,33602.70669928827,33604.459816179886
65,65,14759442.0,1.0101506670590847,0.9899513336078498,7414.779802795619,22308.962594146076,22561.12685067517,22565.977227376057,22567.83874539023,22569.681741855322,22569.681741855322,22569.681741855322,22569.681741855322,22569.681741855322,22569.681741855322,37354.94689132431,37356.846012578295,37358.72623820321,37360.58775620132,37362.43075270207,37364.25541199892,37366.06191653001,37367.85044693683,37369.621182055984,37371.3742989476
66,66,14760959.0,1.0176531317632387,0.9826530954288403,1808.245065315677,16702.427856666134,16954.592113195227,16959.442489896115,16961.304007910287,16963.14700437538,16963.14700437538,16963.14700437538,16963.14700437538,16963.14700437538,16963.14700437538,43039.675001381926,43041.57412263591,43043.45434826082,43045.315866258934,43047.15886275968,43048.98352205654,43050.790026587616,43052.57855699444,43054.34929211359,43056.102409005216
67,67,14761666.0,1.0170427535343627,0.9832428347037164,2281.7464469840443,17175.929238334502,17428.093494863595,17432.943871564483,17434.805389578654,17436.648386043747,17436.648386043747,17436.648386043747,17436.648386043747,17436.648386043747,17436.648386043747,42557.92593016593,42559.825051419924,42561.705277044835,42563.56679504295,42565.409791543694,42567.23445084055,42569.04095537163,42570.82948577845,42572.600220897606,42574.35333778922
68,68,14762323.0,1.0133881645549638,0.9867887103646574,5011.988968148616,19906.171759499073,20158.336016028166,20163.186392729054,20165.047910743226,20166.89090720832,20166.89090720832,20166.89090720832,20166.89090720832,20166.89090720832,20166.89090720832,39786.05207082775,39787.95119208173,39789.83141770665,39791.692935704756,39793.53593220551,39795.36059150236,39797.167096033445,39798.95562644026,39800.72636155942,39802.47947845104
69,69,14763424.0,1.0123753335310266,0.9877759432483769,5714.370052838432,20608.55284418889,20860.717100717982,20865.56747741887,20867.42899543304,20869.271991898135,20869.271991898135,20869.271991898135,20869.271991898135,20869.271991898135,20869.271991898135,39074.58995451664,39076.48907577062,39078.369301395534,39080.23081939365,39082.07381589439,39083.89847519125,39085.70497972233,39087.493510129156,39089.26424524831,39091.01736213993
70,70,14766864.0,1.0115657975978702,0.9885664406355621,6320.7049158084665,21214.887707158923,21467.051963688016,21471.902340388904,21473.763858403076,21475.60685486817,21475.60685486817,21475.60685486817,21475.60685486817,21475.60685486817,21475.60685486817,38460.95054560696,38462.849666860944,38464.72989248586,38466.59141048397,38468.43440698472,38470.25906628157,38472.06557081266,38473.85410121948,38475.62483633863,38477.37795323025
71,71,14776797.0,1.011363514781279,0.9887641638093535,6517.421076953233,21411.60386830369,21663.768124832783,21668.61850153367,21670.480019547842,21672.323016012935,21672.323016012935,21672.323016012935,21672.323016012935,21672.323016012935,21672.323016012935,38261.970878350294,38263.86999960428,38265.75022522919,38267.6117432273,38269.454739728055,38271.279399024905,38273.08590355599,38274.87443396281,38276.64516908197,38278.398285973584
72,72,14779817.0,1.0112623885424248,0.9888630402257343,6570.816476527123,21464.999267877578,21717.16352440667,21722.01390110756,21723.875419121734,21725.718415586827,21725.718415586827,21725.718415586827,21725.718415586827,21725.718415586827,21725.718415586827,38207.970071858304,38209.86919311229,38211.7494187372,38213.61093673531,38215.45393323606,38217.278592532915,38219.085097063995,38220.87362747082,38222.64436258998,38224.397479481595
73,73,14782431.0,1.0111612724151833,0.9889619265297569,6673.882746998372,21568.06553834883,21820.229794877923,21825.08017157881,21826.941689592983,21828.784686058076,21828.784686058076,21828.784686058076,21828.784686058076,21828.784686058076,21828.784686058076,38103.746063740866,38105.64518499485,38107.52541061977,38109.38692861788,38111.22992511863,38113.054584415484,38114.86108894656,38116.64961935338,38118.42035447254,38120.173471364156
74,74,14784029.0,1.0110601663985432,0.98906082272241,6704.532695527618,21598.715486878074,21850.879743407168,21855.730120108055,21857.591638122227,21859.43463458732,21859.43463458732,21859.43463458732,21859.43463458732,21859.43463458732,21859.43463458732,38072.75458242048,38074.65370367446,38076.533929299374,38078.39544729749,38080.23844379823,38082.06310309509,38083.86960762617,38085.65813803299,38087.428873152145,38089.18199004377
75,75,14791432.0,1.0110601663985432,0.98906082272241,6709.482794776748,21603.665586127205,21855.829842656298,21860.680219357186,21862.541737371357,21864.384733836454,21864.384733836454,21864.384733836454,21864.384733836454,21864.384733836454,21864.384733836454,38067.749442656335,38069.64856391032,38071.52878953523,38073.390307533344,38075.2333040341,38077.057963330946,38078.86446786203,38080.65299826885,38082.42373338801,38084.176850279626
76,76,14792898.0,1.010857984693025,0.9892586447775625,6857.540263318257,21751.723054668713,22003.887311197806,22008.737687898694,22010.599205912866,22012.44220237796,22012.44220237796,22012.44220237796,22012.44220237796,22012.44220237796,22012.44220237796,37918.06094487406,37919.96006612804,37921.84029175296,37923.70180975107,37925.54480625182,37927.369465548676,37929.175970079756,37930.964500486574,37932.73523560573,37934.48835249735
77,77,14823717.0,1.010857984693025,0.9892586447775625,6891.541643043454,21785.724434393913,22037.888690923006,22042.739067623894,22044.600585638065,22046.44358210316,22046.44358210316,22046.44358210316,22046.44358210316,22046.44358210316,22046.44358210316,37883.68916130869,37885.588282562676,37887.468508187594,37889.33002618571,37891.17302268645,37892.99768198331,37894.80418651439,37896.59271692121,37898.363452040365,37900.11656893198
78,78,14834173.0,1.0105547879389891,0.9895554520497444,7052.429865840655,21946.61265719111,22198.776913720205,22203.627290421093,22205.488808435264,22207.331804900357,22207.331804900357,22207.331804900357,22207.331804900357,22207.331804900357,22207.331804900357,37721.069332306324,37722.968453560316,37724.84867918523,37726.71019718334,37728.553193684085,37730.37785298094,37732.18435751202,37733.97288791884,37735.743623038,37737.496739929615
79,79,14989422.0,1.0099486672261528,0.9901493337740847,7540.333763870401,22434.516555220856,22686.68081174995,22691.531188450837,22693.392706465012,22695.235702930106,22695.235702930106,22695.235702930106,22695.235702930106,22695.235702930106,22695.235702930106,37228.12690338089,37230.02602463488,37231.906250259795,37233.7677682579,37235.610764758654,37237.435424055504,37239.24192858659,37241.03045899341,37242.801194112566,37244.55431100418
80,80,15148293.0,1.0099486672261528,0.9901493337740847,7574.6199613061735,22468.80275265663,22720.967009185722,22725.81738588661,22727.67890390078,22729.52190036588,22729.52190036588,22729.52190036588,22729.52190036588,22729.52190036588,22729.52190036588,37193.498659567005,37195.39778082099,37197.2780064459,37199.139524444014,37200.98252094476,37202.807180241616,37204.613684772696,37206.402215179514,37208.17295029867,37209.926067190296
81,81,15148891.0,1.0094438443494989,0.990644507465807,7902.6464502134895,22796.829241563948,23048.99349809304,23053.84387479393,23055.7053928081,23057.548389273194,23057.548389273194,23057.548389273194,23057.548389273194,23057.548389273194,23057.548389273194,36862.279476942094,36864.17859819608,36866.058823821,36867.92034181911,36869.763338319855,36871.58799761671,36873.39450214779,36875.18303255461,36876.95376767377,36878.706884565385
82,82,15154733.0,1.0045099142049112,0.9955103338044394,11607.28903902876,26501.471830379218,26753.63608690831,26758.4864636092,26760.34798162337,26762.190978088463,26762.190978088463,26762.190978088463,26762.190978088463,26762.190978088463,26762.190978088463,33131.57954358212,33133.478664836104,33135.358890461015,33137.22040845913,33139.063404959874,33140.88806425673,33142.69456878781,33144.48309919463,33146.253834313786,33148.00695120541
83,83,15165876.0,1.0045099142049112,0.9955103338044394,11608.279058878587,26502.461850229043,26754.626106758136,26759.476483459024,26761.338001473196,26763.18099793829,26763.18099793829,26763.18099793829,26763.18099793829,26763.18099793829,26763.18099793829,33130.58500933704,33132.48413059103,33134.36435621594,33136.225874214055,33138.0688707148,33139.89353001166,33141.70003454274,33143.488564949555,33145.25930006871,33147.01241696033
84,84,15357347.0,1.0045099142049112,0.9955103338044394,11608.279067878766,26502.461859229225,26754.626115758318,26759.476492459205,26761.338010473377,26763.18100693847,26763.18100693847,26763.18100693847,26763.18100693847,26763.18100693847,26763.18100693847,33130.585000295825,33132.484121549816,33134.36434717473,33136.22586517284,33138.068861673586,33139.89352097044,33141.70002550152,33143.48855590834,33145.2592910275,33147.012407919116
85,85,15394835.0,1.0045099142049112,0.9955103338044394,11592.556475961212,26486.73926731167,26738.903523840763,26743.75390054165,26745.615418555823,26747.458415020916,26747.458415020916,26747.458415020916,26747.458415020916,26747.458415020916,26747.458415020916,33146.379439974895,33148.278561228886,33150.1587868538,33152.02030485191,33153.863301352656,33155.68796064951,33157.49446518059,33159.28299558741,33161.05373070657,33162.806847598185
86,86,15551690.0,1.0033052854600941,0.9967056034608864,12511.535078415554,27405.71786976601,27657.882126295102,27662.73250299599,27664.59402101016,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,32223.753818577967,32225.65293983195,32227.533165456865,32229.39468345498,32231.237679955724,32233.06233925258,32234.86884378366,32236.657374190483,32238.42810930964,32240.181226201257
87,87,15644609.0,1.0033052854600941,0.9967056034608864,13762.77093206774,30146.39988676352,30398.564143292613,30403.4145199935,30405.276038007672,30407.119034472766,30407.119034472766,30407.119034472766,30407.119034472766,30407.119034472766,30407.119034472766,35471.217928430946,35473.11704968493,35474.99727530984,35476.858793307954,35478.7017898087,35480.52644910556,35482.33295363664,35484.12148404346,35485.89221916262,35487.64533605424
88,88,15646682.0,1.0033052854600941,0.9967056034608864,14329.573498278436,31387.91290436724,32308.07444217382,32312.924818874708,32314.78633688888,32316.629333353972,32316.629333353972,32316.629333353972,32316.629333353972,32316.629333353972,32316.629333353972,36942.30028733964,37612.19670668778,37614.07693231269,37615.9384503108,37617.78144681155,37619.606106108404,37621.41261063948,37623.20114104631,37624.971876165466,37626.72499305708
89,89,15660964.0,1.0033052854600941,0.9967056034608864,13762.77093206774,30146.39988676352,30398.564143292613,30403.4145199935,30405.276038007672,30407.119034472766,30407.119034472766,30407.119034472766,30407.119034472766,30407.119034472766,30407.119034472766,35471.217928430946,35473.11704968493,35474.99727530984,35476.858793307954,35478.7017898087,35480.52644910556,35482.33295363664,35484.12148404346,35485.89221916262,35487.64533605424
90,90,15674279.0,1.0033052854600941,0.9967056034608864,12511.535078415554,27405.71786976601,27657.882126295102,27662.73250299599,27664.59402101016,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,32223.753818577967,32225.65293983195,32227.533165456865,32229.39468345498,32231.237679955724,32233.06233925258,32234.86884378366,32236.657374190483,32238.42810930964,32240.181226201257
91,91,15674279.0,1.0033052854600941,0.9967056034608864,12511.535078415554,27405.71786976601,27657.882126295102,27662.73250299599,27664.59402101016,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,27666.43701747526,32223.753818577967,32225.65293983195,32227.533165456865,32229.39468345498,32231.237679955724,32233.06233925258,32234.86884378366,32236.657374190483,32238.42810930964,32240.181226201257
92,92,15861205.0,1.0033052854600941,0.9967056034608864,3363.6665552687177,7368.4094102409035,7620.573666769997,7625.4240434708845,7627.285561485057,7629.128557950151,7629.128557950151,7629.128557950151,7629.128557950151,7629.128557950151,7629.128557950151,8481.32778126349,8483.226902517476,8485.107128142388,8486.968646140502,8488.811642641249,8490.636301938104,8492.442806469186,8494.231336876006,8496.002071995163,8497.75518888678
93,93,15885508.0,1.0027035129267554,0.9973037763487392,3475.994374464141,7480.737229436327,7732.90148596542,7737.751862666309,7739.61338068048,7741.456377145574,7741.456377145574,7741.456377145574,7741.456377145574,7741.456377145574,7741.456377145574,8368.654033043143,8370.553154297128,8372.433379922042,8374.294897920154,8376.137894420901,8377.962553717756,8379.76905824884,8381.557588655658,8383.328323774815,8385.081440666432
94,94,15889422.0,1.0027035129267554,0.9973037763487392,3686.3943737233526,7933.499623841958,8185.66388037105,8190.514257071939,8192.375775086111,8194.218771551205,8194.218771551205,8194.218771551205,8194.218771551205,8194.218771551205,8194.218771551205,8890.260693494864,8892.15981474885,8894.040040373762,8895.901558371874,8897.744554872623,8899.569214169478,8901.37571870056,8903.164249107378,8904.934984226535,8906.688101118154
95,95,15911672.0,1.0027035129267554,0.9973037763487392,3475.994374464141,7480.737229436327,7732.90148596542,7737.751862666309,7739.61338068048,7741.456377145574,7741.456377145574,7741.456377145574,7741.456377145574,7741.456377145574,7741.456377145574,8368.654033043143,8370.553154297128,8372.433379922042,8374.294897920154,8376.137894420901,8377.962553717756,8379.76905824884,8381.557588655658,8383.328323774815,8385.081440666432
96,96,15919212.0,1.0027035129267554,0.9973037763487392,3475.9943654886197,7480.7372204608055,7732.901476989899,7737.751853690786,7739.613371704959,7741.456368170053,7741.456368170053,7741.456368170053,7741.456368170053,7741.456368170053,7741.456368170053,8368.654042043814,8370.5531632978,8372.433388922713,8374.294906920826,8376.137903421573,8377.962562718429,8379.76906724951,8381.557597656329,8383.328332775485,8385.081449667105
97,97,15939532.0,1.007830106218853,0.9922307280061023,2458.764119087565,6463.506974059751,6715.671230588844,6720.521607289732,6722.383125303904,6724.226121768998,6724.226121768998,6724.226121768998,6724.226121768998,6724.226121768998,6724.226121768998,9391.297442956535,9393.196564210519,9395.076789835433,9396.938307833545,9398.781304334292,9400.605963631147,9402.412468162229,9404.20099856905,9405.971733688206,9407.724850579823
98,98,15946235.0,1.007830106218853,0.9922307280061023,3128.0139519138197,8222.614944538262,9553.7935714936,9558.643948194487,9560.505466208659,9562.348462673754,9562.348462673754,9562.348462673754,9562.348462673754,9562.348462673754,9562.348462673754,12015.217378196483,13096.130897040626,13098.011122665539,13099.872640663652,13101.7156371644,13103.540296461255,13105.346800992336,13107.135331399155,13108.906066518311,13110.65918340993
99,99,15975464.0,0.9999000099990001,1.0001,17.416506480372714,4061.697225556246,8066.440080528432,8318.604337057524,8323.454713758414,8325.316231772586,8327.159228237679,8327.159228237679,8327.159228237679,8327.159228237679,8327.159228237679,7532.805544299369,7534.685769924282,7536.547287922394,7538.3902844231425,7540.214943719997,7542.021448251079,7543.809978657899,7545.580713777055,7547.333830668674,7549.06950461824
100,100,16563120.0,0.9999000099990001,1.0001,17.416506480372714,3810.4472971702758,7566.440077105737,7572.3292485238235,7577.179625224712,7579.041143238884,7580.884139703978,7580.884139703978,7580.884139703978,7580.884139703978,7580.884139703978,7532.805544299369,7534.685769924282,7536.547287922394,7538.3902844231425,7540.214943719997,7542.021448251079,7543.809978657899,7545.580713777055,7547.333830668674,7549.06950461824
101,101,16801190.0,0.9947142838016878,1.0053138034553106,1007.4165064270934,4800.447297116996,8556.440077052457,8562.329248470545,8567.179625171433,8569.041143185605,8570.884139650698,8570.884139650698,8570.884139650698,8570.884139650698,8570.884139650698,6545.4599309583855,6547.340156583299,6549.201674581412,6551.04467108216,6552.869330379014,6554.6758349100965,6556.464365316916,6558.235100436073,6559.988217327691,6561.723891277257
102,102,16801720.0,0.9841281073049749,1.0161278725576592,3059.66480440967,6852.695595099573,10608.688375035035,10614.577546453122,10619.42792315401,10621.289441168181,10623.132437633276,10623.132437633276,10623.132437633276,10623.132437633276,10623.132437633276,4514.917632738785,4516.797858363699,4518.659376361811,4520.502372862558,4522.327032159414,4524.133536690496,4525.9220670973145,4527.692802216471,4529.44591910809,4531.181593057657
103,103,16802292.0,0.9801996534405792,1.0202003198939318,3819.9301723687513,7612.960963058655,11368.953742994116,11374.842914412202,11379.69329111309,11381.554809127263,11383.397805592356,11383.397805592356,11383.397805592356,11383.397805592356,11383.397805592356,3768.1879351878306,3770.0681608127443,3771.929678810857,3773.772675311604,3775.5973346084593,3777.403839139541,3779.19236954636,3780.9631046655168,3782.716221557135,3784.4518955067024
104,104,16802824.0,0.9801996534405792,1.0202003198939318,3829.8301723682184,7622.860963058121,11378.853742993584,11384.74291441167,11389.593291112558,11391.45480912673,11393.297805591825,11393.297805591825,11393.297805591825,11393.297805591825,11393.297805591825,3758.4836426174656,3760.3638682423793,3762.225386240492,3764.0683827412395,3765.8930420380943,3767.699546569176,3769.4880769759957,3771.2588120951523,3773.0119289867707,3774.7476029363374
105,105,16803381.0,0.8812678405883749,1.134728800874379,3417.881828162983,14179.718860112158,24834.47918182408,35383.22814043283,45827.020497521116,56166.90054152518,70233.094719345,84159.33493229731,87915.32771223277,87921.21688365085,87926.06726035175,25329.030459317066,34591.89891905087,43762.60490772173,52842.06535886031,52843.78376341845,52845.485070425224,52847.16944998384,52848.83707051711,52850.48809877404,52852.122699852844
106,106,16804002.0,0.9140266912264342,1.094059954264801,5217.922958151163,15766.671916759917,26210.464273848203,36550.344317852265,50616.53849567209,64542.778708624384,68298.77148855985,68304.66065997793,68309.51103667883,68311.37255469299,68313.2155511581,24130.406853596825,33580.38819880016,42936.3453464118,52199.213806145606,61369.91979481646,70449.38024595504,70451.09865051317,70452.79995751995,70454.48433707858,70456.15195761184
107,107,16804566.0,0.8988899459024148,1.1124832406441911,10058.798687815779,40714.15411272771,71064.4988272265,101112.86753976453,111452.74758376858,125518.9417615884,139445.1819745407,143201.17475447617,143207.06392589424,143211.91430259513,143213.77582060933,73317.53516316749,100236.03760154024,126886.70981879406,153272.2166806606,179395.19634346018,179396.91474801832,179398.6160550251,179400.3004345837,179401.96805511697,179403.61908337392
108,108,16805830.0,0.915124126714653,1.0927479352883593,190914.80484930598,628630.136017318,1061990.3428219515,1491038.7575162062,1505104.9516940261,1519031.1919069784,1522787.1846869139,1522793.073858332,1522797.9242350329,1522799.7857530469,1522801.6287495121,1024694.698839194,1416817.1894091796,1426173.1465567912,1435436.015016525,1444606.7210051958,1453686.1814563344,1453687.8998608927,1453689.6011678993,1453691.2855474579,1453692.9531679912
109,109,16806333.0,0.930627298929707,1.0745440211673105,6231.088313085204,16674.880670173505,27014.760714177584,41080.95489199741,55007.19510494971,58763.18788488517,58769.07705630326,58773.927433004144,58775.788951018316,58777.63194748341,58777.63194748341,23380.65263470003,32925.60312884766,42375.58447405099,51731.54162166263,60994.41008139644,70165.11607006729,79244.57652120588,79246.29492576401,79247.99623277079,79249.68061232941
110,110,16807081.0,0.937257932121033,1.0669421572533193,2512.9799281508435,12956.772285239145,23296.652329243225,37362.84650706305,51289.08672001535,55045.07949995081,55050.96867136889,55055.81904806978,55057.68056608396,55059.52356254905,55059.52356254905,26853.268238886943,36398.21873303458,45848.20007823791,55204.15722584955,64467.02568558336,73637.73167425422,82717.19212539279,82718.91052995092,82720.6118369577,82722.29621651632
111,111,16807626.0,0.9546622364651906,1.0474908944787433,0.6300109725586335,2.6066328798581653,3833.756089476985,7626.786880166889,11382.779660102351,11388.668831520437,11393.519208221325,11395.380726235497,11397.223722700592,11397.223722700592,11397.223722700592,5.037469307900421,6.880465808664084,8.705125105534963,10.511629636632735,12.300160043467454,14.07089516262405,15.824012054242507,17.559686003809365,19.278090561947064,20.97939756872666
112,112,16808818.0,0.9546622364651906,1.0474908944787433,10.30546636033748,42.638253343481104,3903.8418412697883,7726.627734654191,11512.079563893785,11547.134675758696,11580.860802709756,11611.310766456349,11641.457762144802,11669.48014715823,11697.223717882198,82.40089896048417,84.24389546124783,86.06855475811871,87.87505928921648,89.6635896960512,91.4343248152078,93.18744170682625,94.92311565639311,96.64152021453081,98.3428272213104
113,113,16811186.0,0.9546622364651906,1.0474908944787433,596.3493566973281,2467.359948885415,8148.947109361605,11941.97790005151,15697.970679986971,15703.859851405057,15708.710228105945,15710.571746120118,15712.414742585212,15712.414742585212,15712.414742585212,4768.316286537958,6512.841105149034,8240.008480443401,9949.99110283448,11642.959962119276,11644.730697238432,11646.483814130052,11648.219488079618,11649.937892637756,11651.639199644535
114,114,16816208.0,0.9803957031732637,1.0199963104318825,3778.848180375341,7571.878971065245,11327.871751000706,11333.760922418793,11338.611299119682,11340.472817133854,11342.315813598947,11342.315813598947,11342.315813598947,11342.315813598947,11342.315813598947,3808.46313337231,3810.3433589972396,3812.2048769953685,3814.047873496132,3815.872532793003,3817.6790373241006,3819.4675677309356,3821.238302850092,3822.9914197417106,3824.7270936912773
115,115,16819396.0,0.9809840876741325,1.0193845267877417,3662.934414536176,7455.96520522608,11211.957985161542,11217.847156579628,11222.697533280518,11224.55905129469,11226.402047759782,11226.402047759782,11226.402047759782,11226.402047759782,11226.402047759782,3922.146865378429,3924.0270910033587,3925.8886090014876,3927.731605502251,3929.556264799122,3931.3627693302196,3933.1512997370546,3934.922034856211,3936.6751517478297,3938.4108256973964
116,116,16820605.0,0.9851126783880441,1.0151123033319562,2860.4088408050093,6653.439631494914,10409.432411430374,10415.321582848463,10420.17195954935,10422.033477563522,10423.876474028617,10423.876474028617,10423.876474028617,10423.876474028617,10423.876474028617,4711.114990420896,4712.995216045825,4714.856734043954,4716.699730544718,4718.524389841588,4720.330894372686,4722.119424779521,4723.890159898678,4725.643276790296,4727.378950739863
117,117,16822208.0,0.9856053332483575,1.014604899411614,2759.943905705755,6552.974696395659,10308.967476331121,10314.856647749208,10319.707024450096,10321.568542464267,10323.411538929362,10323.411538929362,10323.411538929362,10323.411538929362,10323.411538929362,4810.114990426225,4811.995216051154,4813.856734049283,4815.699730550046,4817.524389846917,4819.330894378015,4821.11942478485,4822.890159904006,4824.643276795625,4826.378950745192
118,118,16827876.0,0.9873809316289199,1.0127803444110086,2425.7742529244024,6218.805043614307,9974.797823549769,9980.686994967855,9985.537371668743,9987.398889682914,9989.24188614801,9989.24188614801,9989.24188614801,9989.24188614801,9989.24188614801,5139.784990443969,5141.665216068899,5143.526734067028,5145.3697305677915,5147.194389864662,5149.00089439576,5150.789424802595,5152.560159921752,5154.31327681337,5156.048950762936
119,119,16842690.0,0.987578417689055,1.0125778187214862,2375.6488459594957,6168.6796366494,9924.672416584861,9930.561588002947,9935.411964703837,9937.273482718008,9939.116479183102,9939.116479183102,9939.116479183102,9939.116479183102,9939.116479183102,5189.284990446633,5191.165216071563,5193.026734069692,5194.869730570455,5196.694389867326,5198.500894398424,5200.289424805259,5202.0601599244155,5203.813276816034,5205.548950765601
120,120,16843268.0,0.9882699300074737,1.0118692976851351,2248.3891798693717,6041.4199705592755,9797.412750494737,9803.301921912824,9808.152298613713,9810.013816627885,9811.856813092978,9811.856813092978,9811.856813092978,9811.856813092978,9811.856813092978,5315.014990453401,5316.895216078331,5318.756734076459,5320.599730577223,5322.424389874094,5324.230894405192,5326.019424812026,5327.790159931183,5329.543276822801,5331.278950772368
121,121,16849460.0,0.9883687570004743,1.0117681208730478,2218.340169217028,6011.370959906932,9767.363739842394,9773.25291126048,9778.103287961369,9779.96480597554,9781.807802440635,9781.807802440635,9781.807802440635,9781.807802440635,9781.807802440635,5344.714990455,5346.59521607993,5348.456734078058,5350.299730578821,5352.124389875693,5353.930894406791,5355.719424813625,5357.490159932781,5359.2432768244,5360.978950773967
122,122,16860426.0,0.9883687570004743,1.0117681208730478,2218.3989442944862,6011.42973498439,9767.422514919852,9773.311686337938,9778.162063038826,9780.023581052998,9781.866577518093,9781.866577518093,9781.866577518093,9781.866577518093,9781.866577518093,5344.9550554808775,5346.932807743111,5348.890882020566,5350.829474097148,5352.7487778255645,5354.648985106936,5356.5302859525855,5358.392868475287,5360.236918919228,5362.062621661889
123,123,16896063.0,0.9886652972796256,1.011464651132757,2160.0534931216307,5953.084283811535,9709.077063746996,9714.966235165084,9719.816611865972,9721.678129880143,9723.521126345237,9723.521126345237,9723.521126345237,9723.521126345237,9723.521126345237,5402.337957458101,5404.218183083031,5406.079701081159,5407.922697581923,5409.747356878795,5411.553861409892,5413.342391816726,5415.113126935883,5416.866243827501,5418.601917777069
124,124,16898084.0,0.9887641638093535,1.011363514781279,2155.0534931219,5948.084283811804,9704.077063747265,9709.966235165351,9714.816611866241,9716.678129880413,9718.521126345506,9718.521126345506,9718.521126345506,9718.521126345506,9718.521126345506,5407.2818385545725,5409.1620641795025,5411.023582177631,5412.866578678395,5414.691237975266,5416.4977425063635,5418.286272913198,5420.057008032355,5421.8101249239735,5423.54579887354
125,125,16899627.0,0.988961926529757,1.0111612724151833,2115.0086917892413,5908.039482479146,9664.032262414607,9669.921433832693,9674.771810533583,9676.633328547754,9678.476325012847,9678.476325012847,9678.476325012847,9678.476325012847,9678.476325012847,5446.881838556704,5448.762064181634,5450.623582179763,5452.466578680526,5454.291237977397,5456.097742508495,5457.88627291533,5459.657008034486,5461.410124926105,5463.145798875672
