,index,blocknum,p0vs1,p1vs0,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,ZRX-slippagemap_01,ZRX-slippagemap_2,ZRX-slippagemap_3,ZRX-slippagemap_4,ZRX-slippagemap_5,ZRX-slippagemap_6,ZRX-slippagemap_7,ZRX-slippagemap_8,ZRX-slippagemap_9,ZRX-slippagemap_10
62,62,13300808.0,3348.9233565299883,0.0002986034296813999,0.71668359513565,5.26851537106986,9.775058004915513,14.236761979014313,18.65407346382456,23.02743414489855,27.357281357193486,31.644048025120792,35.88816271436131,40.090049929778644,44.25012970017365,43018.77542650281,57859.424675458264,72552.41453194566,87099.21401711865,101501.27760913709,115760.04548432329,129876.94305939681,143853.3823125688,157690.76066832046,171390.46139762425
63,63,13302789.0,3320.579556958581,0.00030115224852975066,2.679842132478178,7.231673908412388,11.73821654225804,16.19992051635684,20.61723200116709,24.99059268224108,29.320439894536015,33.60720656246332,37.85132125170384,42.053208467121166,46.21328823751618,36471.9032453926,51312.55249434805,66005.54235083544,80552.34183600843,94954.40542802688,109213.17330321307,123330.0708782866,137306.51013145858,151143.88848721026,164843.58921651405
64,64,13303434.0,3399.873255459555,0.000294128611528147,1.8160140951415948,6.322556728987248,10.78426070308605,15.201572187896295,19.574932868970286,23.904780081265223,28.191546749192526,32.435661438433044,36.637548653850374,40.79762842424539,44.916316736041054,39679.73108274742,54669.52418017017,69510.17342912563,84203.16328561302,98749.962770786,113152.02636280445,127410.79423799065,141527.69181306416,155504.13106623615,169341.50942198784
65,65,13307680.0,3393.419951514023,0.00029468795913510073,2.256564095117883,6.763106728963536,11.224810703062337,15.642122187872584,20.015482868946574,24.34533008124151,28.632096749168813,32.876211438409335,37.078098653826665,41.23817842422167,45.356866736017345,38183.221803538974,53173.01490096172,68013.66414991718,82706.65400640457,97253.45349157756,111655.517083596,125914.2849587822,140031.18253385572,154007.62178702772,167845.00014277938
66,66,13310003.0,3397.154580401688,0.0002943639967898539,2.0070741537438685,6.5136167875895215,10.975320761688323,15.39263224649857,19.765992927572558,24.095840139867498,28.3826068077948,32.62672149703532,36.82860871245265,40.98868848284766,45.10737679464333,39030.361088242644,54020.15418566539,68860.80343462084,83553.79329110825,98100.59277628122,112502.65636829966,126761.42424348588,140878.32181855937,154854.7610717314,168692.13942748305
67,67,13311781.0,3421.701127607923,0.00029225229285267533,0.37960499085327537,4.886147624698928,9.34785159879773,13.765163083607977,18.138523764681967,22.468370976976903,26.755137644904206,30.999252334144725,35.20113954956206,39.361219319957065,43.47990763175274,44579.28854705007,59569.08164447282,74409.73089342828,89102.72074991566,103649.52023508865,118051.5838271071,132310.3517022933,146427.24927736682,160403.6885305388,174241.06688629047
68,68,13312575.0,3428.2082141762603,0.00029169756838712984,4.448645751699631,8.910349725798433,13.32766121060868,17.701021891682668,22.030869103977608,26.31763577190491,30.56175046114543,34.76363767656276,38.92371744695777,43.04240575875344,43.04240575875344,30937.336631112918,46077.771960550475,61067.565057973225,75908.21430692868,90601.20416341607,105148.00364858906,119550.0672406075,133808.8351157937,147925.7326908672,161902.1719440392
69,69,13314962.0,3550.3137798293037,0.00028166524482466424,1.0494199713332069,5.466731456143454,9.840092137217443,14.169939349512381,18.456706017439686,22.700820706680204,26.902707922097534,31.062787692492545,35.181476004288214,35.181476004288214,35.181476004288214,43071.21263870403,58363.8042593833,73504.23958882086,88494.0326862436,103334.68193519906,118027.67179168646,132574.47127685943,146976.53486887788,161235.3027440641,175352.2003191376
70,70,13315499.0,3502.008542636055,0.0002855504170892951,4.125448739950577,8.542760224760823,12.916120905834813,17.24596811812975,21.532734786057055,25.776849475297574,29.978736690714904,34.13881646110991,38.257504772905584,38.257504772905584,38.257504772905584,32224.469799398314,47517.06142007758,62657.496749515136,77647.28984693789,92487.93909589334,107180.92895238074,121727.72843755371,136129.79202957216,150388.55990475835,164505.45747983188
71,71,13318759.0,3457.4707103293913,0.0002892287697513801,2.5386655754756386,7.000369549574439,11.417681034384687,15.791041715458675,20.120888927753615,24.407655595680918,28.651770284921437,32.85365750033877,37.01373727073378,41.13242558252944,41.13242558252944,37513.244488058015,52653.67981749557,67643.47291491833,82484.12216387378,97177.11202036116,111723.91150553415,126125.9750975526,140384.7429727388,154501.6405478123,168478.0798009843
72,72,13321865.0,3434.384236918812,0.0002911730112345143,4.048780959792627,8.510484933891428,12.927796418701675,17.301157099775665,21.6310043120706,25.917770979997904,30.161885669238423,34.36377288465576,38.52385265505077,42.64254096684643,42.64254096684643,32309.44421955296,47449.87954899052,62439.672646413266,77280.32189536872,91973.31175185612,106520.1112370291,120922.17482904755,135180.94270423375,149297.84027930725,163274.27953247927
73,73,13324327.0,3478.2768503063735,0.00028749867909793264,1.1844801748542535,5.646184148953054,10.063495633763301,14.436856314837291,18.76670352713223,23.053470195059532,27.29758488430005,31.499472099717384,35.65955187011239,39.77824018190806,39.77824018190806,42209.44422008581,57349.87954952337,72339.67264694611,87180.32189590156,101873.31175238897,116420.11123756194,130822.1748295804,145080.9427047666,159197.8402798401,173174.2795330121
74,74,13327881.0,3427.522675365961,0.00029175591081778294,4.485823325308939,8.94752729940774,13.364838784217987,17.738199465291977,22.068046677586914,26.354813345514216,30.598928034754735,34.800815250172064,38.96089502056708,43.079583332362745,43.079583332362745,30809.887533839348,45950.32286327691,60940.11596069966,75780.7652096551,90473.7550661425,105020.55455131548,119422.61814333394,133681.38601852013,147798.28359359366,161774.72284676565
75,75,13329728.0,3427.8654276334973,0.00029172673814396855,4.469366478396394,8.931070452495193,13.34838193730544,17.72174261837943,22.051589830674367,26.338356498601673,30.58247118784219,34.784358403259525,38.94443817365453,43.0631264854502,43.0631264854502,30866.30096052574,46006.7362899633,60996.52938738604,75837.1786363415,90530.1684928289,105076.96797800188,119479.03157002032,133737.79944520653,147854.69702028003,161831.13627345205
76,76,13330698.0,3341.2300681409147,0.00029929097356543526,1.2507280497754623,5.802559825709672,10.309102459555325,14.770806433654126,19.18811791846437,23.56147859953836,27.8913258118333,32.1780924797606,36.42220716900112,40.624094384418456,44.78417415481346,41232.26002220213,56072.90927115758,70765.89912764498,85312.69861281796,99714.76220483641,113973.53008002261,128090.42765509612,142066.86690826813,155904.2452640198,169603.94599332358
77,77,13332485.0,3373.796061264651,0.0002964020295954566,3.59112412620277,8.097666760048423,12.559370734147224,16.97668221895747,21.35004290003146,25.679890112326397,29.9666567802537,34.21077146949422,38.412658684911555,42.57273845530656,46.69142676710223,33667.46692517902,48657.26002260177,63497.90927155722,78190.89912804462,92737.6986132176,107139.76220523605,121398.53008042225,135515.42765549576,149491.86690866775,163329.2452644194
78,78,13339593.0,3370.761162461232,0.0002966688981517246,3.79682285912249,8.303365492968144,12.765069467066944,17.182380951877192,21.55574163295118,25.88558884524612,30.17235551317342,34.41647020241394,38.61835741783127,42.77843718822628,46.89712550002195,32973.79072995721,47963.58382737996,62804.23307633541,77497.22293282281,92044.02241799579,106446.08601001423,120704.85388520044,134821.75146027395,148798.19071344595,162635.5690691976
79,79,13341192.0,3372.784124840303,0.0002964909590966925,3.6500194813994473,8.1565621152451,12.618266089343901,17.035577574154146,21.408938255228136,25.738785467523076,30.02555213545038,34.269666824690894,38.47155404010823,42.63163381050324,46.75032212229891,33468.79072998385,48458.5838274066,63299.233076362056,77992.22293284946,92539.02241802243,106941.08601004088,121199.85388522707,135316.75146030058,149293.1907134726,163130.56906922426
80,80,13341796.0,3393.419951514023,0.00029468795913510073,2.2499310520403895,6.756473685886043,11.218177659984844,15.63548914479509,20.00884982586908,24.338697038164018,28.62546370609132,32.86957839533184,37.07146561074917,41.23154538114418,45.35023369293985,38205.73218347324,53195.52528089599,68036.17452985144,82729.16438633885,97275.96387151182,111678.02746353026,125936.79533871647,140053.69291378997,154030.132166962,167867.51052271365
81,81,13342719.0,3397.154580401688,0.0002943639967898539,1.999931516961462,6.506474150807115,10.968178124905917,15.385489609716162,19.758850290790154,24.08869750308509,28.375464171012393,32.619578860252915,36.821466075670244,40.98154584606525,45.100234157860925,39054.62748351893,54044.42058094168,68885.06982989714,83578.05968638453,98124.85917155752,112526.92276357596,126785.69063876216,140902.58821383567,154879.02746700766,168716.40582275932
82,82,13343350.0,3434.384236918812,0.0002911730112345143,4.040327125498123,8.502031099596923,12.91934258440717,17.29270326548116,21.622550477776098,25.9093171457034,30.15343183494392,34.35531905036125,38.51539882075626,42.63408713255193,42.63408713255193,32338.479128797502,47478.914458235064,62468.70755565781,77309.35680461326,92002.34666110066,106549.14614627363,120951.20973829209,135209.9776134783,149326.8751885518,163303.3144417238
83,83,13344496.0,3454.7059780358013,0.00028946023376743554,2.7031500031379614,7.1648539772367625,11.582165462047008,15.955526143120998,20.285373355415935,24.57214002334324,28.81625471258376,33.01814192800109,37.1782216983961,41.296910010191766,41.296910010191766,36944.74672545653,52085.18205489408,67074.97515231684,81915.62440127229,96608.61425775968,111155.41374293267,125557.47733495111,139816.2452101373,153933.14278521083,167909.58203838282
84,84,13345599.0,3367.0555489211915,0.00029699539715654565,4.026884985526334,8.533427619371988,12.995131593470788,17.412443078281036,21.785803759355026,26.115650971649963,30.402417639577266,34.646532328817784,38.848419544235114,43.00849931463013,47.127187626425794,32198.693900516224,47188.48699793898,62029.13624689443,76722.12610338183,91268.9255885548,105670.98918057325,119929.75705575946,134046.65463083296,148023.09388400498,161860.47223975664
85,85,13348673.0,3347.2493970730384,0.0002987527612595697,0.8377099380203268,5.389541713954537,9.896084347800189,14.35778832189899,18.775099806709235,23.148460487783225,27.478307700078165,31.765074368005468,36.00918905724598,40.21107627266332,44.37115604305833,42613.5464862007,57454.19573515615,72147.18559164355,86693.98507681653,101096.04866883498,115354.81654402117,129471.7141190947,143448.15337226668,157285.53172801834,170985.23245732216
86,86,13349525.0,3383.9321391681733,0.0002955142003071659,2.9033270537155715,7.409869687561224,11.871573661660026,16.28888514647027,20.66224582754426,24.9920930398392,29.278859707766504,33.52297439700702,37.724861612424355,41.88494138281936,46.00362969461503,35991.46590991928,50981.25900734203,65821.90825629748,80514.89811278488,95061.69759795786,109463.76118997631,123722.52906516251,137839.42664023602,151815.86589340802,165653.24424915967
87,87,13350166.0,3427.8654276334973,0.00029172673814396855,4.469087411680383,8.930791385779184,13.34810287058943,17.72146355166342,22.05131076395836,26.33807743188566,30.58219212112618,34.78407933654351,38.94415910693852,43.062847418734194,43.062847418734194,30867.257625649032,46007.69295508659,60997.48605250934,75838.13530146479,90531.12515795219,105077.92464312517,119479.98823514362,133738.75611032982,147855.65368540335,161832.09293857534
88,88,13352877.0,3430.2656534045673,0.00029152261108625555,4.324738142562623,8.786442116661425,13.203753601471671,17.57711428254566,21.906961494840598,26.1937281627679,30.43784285200842,34.63973006742575,38.79980983782076,42.91849814961643,42.91849814961643,31362.257625675673,46502.692955113234,61492.48605253598,76333.13530149143,91026.12515797884,105572.92464315181,119974.98823517025,134233.75611035645,148350.65368542998,162327.09293860197
89,89,13355405.0,3524.4921439316036,0.0002837288208236693,2.688797933149908,7.1061094179601545,11.479470099034144,15.809317311329082,20.096083979256385,24.340198668496903,28.542085883914236,32.70216565430925,36.82085396610491,36.82085396610491,36.82085396610491,37271.81753844825,52564.40915912752,67704.84448856508,82694.63758598783,97535.28683494328,112228.27669143067,126775.07617660366,141177.13976862212,155435.9076438083,169552.8052188818
90,90,13356755.0,3529.4296415042263,0.00028333189823095744,2.370542009890912,6.787853494701158,11.161214175775148,15.491061388070086,19.77782805599739,24.021942745237908,28.22382996065524,32.383909731050245,36.50259804284592,36.50259804284592,36.50259804284592,38394.333988508675,53686.925609187936,68827.3609386255,83817.15403604825,98657.8032850037,113350.7931414911,127897.59262666407,142299.65621868253,156558.42409386873,170675.32166894223
91,91,13357781.0,3524.8445931459964,0.00028370045077859144,2.6675420098749263,7.084853494685173,11.458214175759162,15.7880613880541,20.074828055981403,24.31894274522192,28.520829960639254,32.68090973103426,36.799598042829935,36.799598042829935,36.799598042829935,37346.739182953206,52639.330803632474,67779.76613307004,82769.55923049278,97610.20847944824,112303.19833593562,126849.99782110861,141252.06141312706,155510.82928831325,169627.72686338678
92,92,13362427.0,3480.364338227655,0.00028732624024910026,1.0348663557967628,5.4965703298955635,9.91388181470581,14.2872424957798,18.617089708074737,22.903856376002043,27.14797106524256,31.34985828065989,35.5099380510549,39.62862636285057,39.62862636285057,42730.02816153194,57870.4634909695,72860.25658839225,87700.9058373477,102393.8956938351,116940.69517900808,131342.75877102654,145601.52664621273,159718.42422128623,173694.86347445825
93,93,13363408.0,3440.2273632203346,0.0002906784623281172,3.664780753883993,8.126484727982794,12.54379621279304,16.91715689386703,21.247004106161967,25.533770774089273,29.777885463329792,33.979772678747125,38.13985244914213,42.2585407609378,42.2585407609378,33629.39826587439,48769.833595311946,63759.626692734695,78600.27594169015,93293.26579817756,107840.06528335053,122242.12887536897,136500.89675055517,150617.7943256287,164594.2335788007
94,94,13366929.0,3447.4590697381213,0.00029006870850999334,3.173523471049742,7.635227445148543,12.05253892995879,16.42589961103278,20.755746823327716,25.042513491255022,29.28662818049554,33.48851539591287,37.64859516630788,41.76728347810355,41.76728347810355,35321.308265965454,50461.743595403015,65451.536692825764,80292.18594178122,94985.17579826861,109531.9752834416,123934.03887546004,138192.80675064624,152309.70432571977,166286.14357889176
95,95,13367699.0,3438.8516162289898,0.00029079475115491895,3.7543517816542207,8.216055755753022,12.633367240563269,17.006727921637257,21.336575133932197,25.6233418018595,29.867456491100018,34.06934370651735,38.22942347691236,42.348111788708025,42.348111788708025,33321.308265857806,48461.74359529537,63451.53669271812,78292.18594167357,92985.17579816097,107531.97528333394,121934.0388753524,136192.80675053858,150309.7043256121,164286.1435787841
96,96,13369914.0,3440.5713859566563,0.0002906493973883784,3.6385673947533257,8.100271368852127,12.517582853662374,16.890943534736362,21.2207907470313,25.507557414958605,29.751672104199123,33.95355931961645,38.11363909001146,42.23232740180713,42.23232740180713,33719.58526587924,48860.020595316804,63849.81369273955,78690.462941695,93383.4527981824,107930.25228335538,122332.31587537384,136591.08375056004,150707.98132563356,164684.42057880556
97,97,13375003.0,3560.6241170460366,0.00028084963959341475,0.4135230886994239,4.83083457350967,9.20419525458366,13.534042466878597,17.820809134805902,22.06492382404642,26.26681103946375,30.42689080985876,34.54557912165443,34.54557912165443,34.54557912165443,45332.252754682806,60624.844375362074,75765.27970479963,90755.07280222238,105595.72205117783,120288.71190766523,134835.5113928382,149237.57498485665,163496.34286004285,177613.24043511637
98,98,13376458.0,3473.758254050926,0.0002878726517119748,1.4736380607491382,5.935342034847939,10.352653519658185,14.726014200732175,19.055861413027113,23.342628080954416,27.586742770194935,31.788629985612268,35.948709756007275,40.06739806780295,40.06739806780295,41204.29546028219,56344.73078971975,71334.5238871425,86175.17313609796,100868.16299258535,115414.96247775834,129817.02606977678,144075.793944963,158192.6915200365,172169.13077320848
99,99,13378213.0,3382.917162528517,0.0002956028634329796,2.9694878379841803,7.476030471829834,11.937734445928635,16.355045930738882,20.728406611812872,25.05825382410781,29.34502049203511,33.58913518127563,37.79102239669296,41.951102167087974,46.06979047888364,35767.6102783661,50757.40337578885,65598.0526247443,80291.04248123169,94837.84196640468,109239.90555842312,123498.67343360932,137615.57100868283,151592.01026185483,165429.3886176065
100,100,13384184.0,3305.340729099125,0.0003025406703751693,3.7248614011657137,8.276693177099924,12.783235810945577,17.244939785044377,21.662251269854625,26.035611950928615,30.36545916322355,34.65222583115086,38.89634052039138,43.098227735808706,47.258307506203714,33009.63360729996,47850.28285625541,62543.272712742815,77090.0721979158,91492.13578993424,105750.90366512044,119867.80124019396,133844.24049336594,147681.61884911763,161381.31957842142
101,101,13387538.0,3266.242226774966,0.0003061622288152779,1.894669977628941,6.492246194177219,11.044077970111429,15.550620603957082,20.012324578055882,24.42963606286613,28.80299674394012,33.13284395623506,37.41961062416236,41.66372531340288,45.86561252882021,38756.954040389384,53449.943896876786,67996.74338204977,82398.80697406821,96657.57484925441,110774.47242432793,124750.91167749993,138588.29003325157,152287.9907625554,165851.38422553355
102,102,13393840.0,3238.2743761181123,0.00030880644561031667,3.8903272129177826,8.48790342946606,13.039735205400271,17.546277839245924,22.007981813344724,26.425293298154973,30.79865397922896,35.128501191523895,39.415267859451205,43.659382548691724,47.86126976410905,32266.467938746016,46959.457795233415,61506.25728040639,75908.32087242484,90167.08874761104,104283.98632268456,118260.42557585656,132097.8039316082,145797.504660912,159360.89812389016
103,103,13394620.0,3264.283167166901,0.00030634597208302505,2.0247734776167725,6.622349694165051,11.17418147009926,15.680724103944913,20.142428078043714,24.559739562853963,28.93310024392795,33.26294745622289,37.54971412415019,41.79382881339071,45.99571602880804,38332.116908994925,53025.10676548232,67571.9062506553,81973.96984267376,96232.73771785996,110349.63529293347,124326.07454610546,138163.45290185712,151863.15363116094,165426.5470941391
104,104,13395505.0,3293.1341747694582,0.0003036620881291625,4.584806465997548,9.136638241931758,13.64318087577741,18.10488484987621,22.52219633468646,26.895557015760446,31.225404228055385,35.51217089598269,39.75628558522321,43.95817280064054,48.11825257103555,30172.282090965484,45012.931339920935,59705.92119640834,74252.72068158131,88654.78427359977,102913.55214878597,117030.44972385948,131006.88897703147,144844.26733278314,158543.96806208693
105,105,13396943.0,3375.8208450383,0.0002962242506055308,3.4409328301923363,7.947475464037989,12.40917943813679,16.826490922947038,21.199851604021028,25.529698816315964,29.816465484243267,34.060580173483785,38.262467388901115,42.42254715929613,46.541235471091795,34174.35080398593,49164.14390140868,64004.79315036413,78697.78300685153,93244.5824920245,107646.64608404296,121905.41395922916,136022.3115343027,149998.75078747468,163836.12914322634
106,106,13397833.0,3412.4754561001205,0.00029304240070427643,0.9804161341789378,5.486958768024591,9.94866274212339,14.365974226933638,18.739334908007628,23.069182120302564,27.35594878822987,31.60006347747039,35.80195069288772,39.96203046328273,44.080718775078395,42526.163358839476,57515.956456262225,72356.60570521768,87049.59556170508,101596.39504687805,115998.45863889651,130257.22651408271,144374.12408915622,158350.5633423282,172187.94169807987
107,107,13399153.0,3456.0880677231935,0.00028934447861416374,2.61192588149664,7.073629855595441,11.490941340405687,15.864302021479677,20.194149233774613,24.48091590170192,28.72503059094244,32.92691780635977,37.086997576754776,41.20568588855045,41.20568588855045,37259.98802993339,52400.42335937094,67390.21645679369,82230.86570574915,96923.85556223654,111470.65504740953,125872.71863942797,140131.48651461417,154248.3840896877,168224.8233428597
108,108,13400959.0,3520.9695894832153,0.0002840126773565157,2.9144296120464275,7.331741096856674,11.705101777930663,16.0349489902256,20.321715658152904,24.565830347393423,28.767717562810756,32.92779733320577,37.04648564500143,37.04648564500143,37.04648564500143,36476.96346947123,51769.55509015049,66909.99041958805,81899.7835170108,96740.43276596625,111433.42262245365,125980.22210762663,140382.2856996451,154641.05357483128,168757.9511499048
109,109,13401695.0,3520.9695894832153,0.0002840126773565157,2.896069821525369,7.313381306335615,11.686741987409604,16.016589199704544,20.303355867631847,24.547470556872366,28.749357772289695,32.90943754268471,37.02812585448037,37.02812585448037,37.02812585448037,36541.61124102853,51834.202861707796,66974.63819114535,81964.4312885681,96805.08053752355,111498.07039401095,126044.86987918393,140446.93347120238,154705.70134638858,168822.5989214621
110,110,13405961.0,3468.551782818662,0.0002883047630868484,1.8158265007337295,6.27753047483253,10.694841959642778,15.068202640716766,19.398049853011706,23.68481652093901,27.928931210179528,32.13081842559686,36.290898195991865,40.40958650778754,40.40958650778754,40016.47384471336,55156.90917415092,70146.70227157367,84987.35152052912,99680.34137701652,114227.1408621895,128629.20445420795,142887.97232939414,157004.86990446766,170981.30915763965
111,111,13412038.0,3600.0052122632324,0.0002777773755975551,2.3862549180194965,6.759615599093486,11.089462811388424,15.376229479315727,19.620344168556247,23.822231383973577,27.982311154368585,32.100999466164254,32.100999466164254,32.100999466164254,32.100999466164254,38638.68490102182,54084.96166561441,69377.55328629368,84517.98861573123,99507.78171315398,114348.43096210943,129041.42081859683,143588.2203037698,157990.28389578825,172249.05177097447
112,112,13416234.0,3564.1863438712844,0.0002805689443593563,0.18564377044288946,4.6029552552531365,8.976315936327126,13.306163148622064,17.59292981654937,21.837044505789887,26.038931721207216,30.199011491602224,34.31769980339789,34.31769980339789,34.31769980339789,46144.09242683148,61436.68404751074,76577.11937694829,91566.91247437104,106407.5617233265,121100.5515798139,135647.35106498687,150049.4146570053,164308.18253219154,178425.08010726504
113,113,13417004.0,3642.006308113937,0.00027457393409015366,4.217133347234362,8.546980559529299,12.833747227456604,17.07786191669712,21.279749132114453,25.43982890250946,29.55851721430513,29.55851721430513,29.55851721430513,29.55851721430513,29.55851721430513,32243.743829617684,47845.250759220515,63291.52752381311,78584.11914449238,93724.55447392992,108714.34757135267,123554.99682030814,138247.98667679552,152794.7861619685,167196.84975398696
114,114,13417648.0,3709.6361291454978,0.0002695682177945433,0.17724384834557697,4.507091060640515,8.793857728567819,13.037972417808337,17.23985963322567,21.399939403620678,25.518627715416347,25.518627715416347,25.518627715416347,25.518627715416347,25.518627715416347,47093.74386913619,62695.25079873902,78141.52756333162,93434.11918401088,108574.55451344844,123564.34761087119,138404.99685982664,153097.98671631404,167644.786201487,182046.84979350548
115,115,13420162.0,3746.916718730932,0.00026688610264566983,2.3473402863705357,6.63410695429784,10.878221643538359,15.08010885895569,19.240188629350698,23.358876941146367,23.358876941146367,23.358876941146367,23.358876941146367,23.358876941146367,23.358876941146367,39387.97002311245,55146.26667793382,70747.77360753664,86194.05037212923,101486.64199280851,116627.07732224606,131616.87041966882,146457.51966862427,161150.50952511167,175697.30901028463
116,116,13421639.0,3818.0214885446294,0.0002619157600344425,2.5719060745929734,6.816020763833492,11.017907979250824,15.177987749645832,19.296676061441502,19.296676061441502,19.296676061441502,19.296676061441502,19.296676061441502,19.296676061441502,19.296676061441502,38836.618197177806,54753.280402488694,70511.57705731006,86113.08398691288,101559.36075150548,116851.95237218474,131992.3877016223,146982.18079904505,161822.8300480005,176515.8199044879
117,117,13422551.0,3766.827097737686,0.0002654754184498112,1.1889979255853245,5.475764593512628,9.719879282753148,13.921766498170479,18.08184626856549,22.200534580361158,22.200534580361158,22.200534580361158,22.200534580361158,22.200534580361158,22.200534580361158,43739.96088249969,59498.25753732105,75099.76446692388,90546.04123151647,105838.63285219573,120979.0681816333,135968.86127905606,150809.5105280115,165502.50038449888,180049.29986967187
118,118,13423059.0,3805.0629054759597,0.00026280774453449254,3.3015907592766975,7.545705448517216,11.747592663934547,15.907672434329557,20.026360746125228,20.026360746125228,20.026360746125228,20.026360746125228,20.026360746125228,20.026360746125228,20.026360746125228,36055.18211462111,51971.844319931995,67730.14097475336,83331.64790435618,98777.92466894878,114070.51628962804,129210.9516190656,144200.74471648835,159041.3939654438,173734.3838219312
119,119,13424338.0,3890.086596019924,0.00025706368619740573,2.8356026809272827,7.037489896344614,11.197569666739623,15.316257978535292,15.316257978535292,15.316257978535292,15.316257978535292,15.316257978535292,15.316257978535292,15.316257978535292,15.316257978535292,38100.78103732795,54177.40029414633,70094.06249945721,85852.35915427859,101453.86608388141,116900.142848474,132192.73446915328,147333.16979859082,162322.96289601357,177163.61214496903
120,120,13425151.0,3867.59052022866,0.00025855891278295874,4.060412860861359,8.262300076278692,12.4223798466737,16.54106815846937,16.54106815846937,16.54106815846937,16.54106815846937,16.54106815846937,16.54106815846937,16.54106815846937,16.54106815846937,33349.777430704424,49426.39668752281,65343.05889283369,81101.35554765505,96702.86247725789,112149.13924185047,127441.73086252974,142582.1661919673,157571.95928939004,172412.6085383455
121,121,13425894.0,3795.1830852361672,0.0002634918994791451,3.8719319272030557,8.116046616443574,12.317933831860906,16.478013602255913,20.596701914051586,20.596701914051586,20.596701914051586,20.596701914051586,20.596701914051586,20.596701914051586,20.596701914051586,33887.70314650203,49804.36535181292,65562.66200663429,81164.16893623711,96610.4457008297,111903.03732150896,127043.47265094653,142033.26574836927,156873.91499732473,171566.90485381213
122,122,13508320.0,3864.1114285382278,0.00025879170890739413,0.037852744532253374,21.96031813246202,21.96031813246202,21.96031813246202,21.96031813246202,21.96031813246202,21.96031813246202,21.96031813246202,21.96031813246202,21.96031813246202,21.96031813246202,168449.43366980023,168449.43366980023,168449.43366980023,168449.43366980023,168449.43366980023,168449.43366980023,168449.43366980023,168449.43366980023,168449.43366980023,168449.43366980023
123,123,13516217.0,3864.1114285382278,0.00025879170890739413,0.020642826285281402,21.94310821421505,21.94310821421505,21.94310821421505,21.94310821421505,21.94310821421505,21.94310821421505,21.94310821421505,21.94310821421505,21.94310821421505,21.94310821421505,468525.9389003612,468525.9389003612,468525.9389003612,468525.9389003612,468525.9389003612,468525.9389003612,468525.9389003612,468525.9389003612,468525.9389003612,468525.9389003612
124,124,13519209.0,3804.3020070315333,0.0002628603087114769,37.972179188695705,59.894644576625474,59.894644576625474,59.894644576625474,59.894644576625474,59.894644576625474,59.894644576625474,59.894644576625474,59.894644576625474,59.894644576625474,59.894644576625474,323006.9152960611,323006.9152960611,323006.9152960611,323006.9152960611,323006.9152960611,323006.9152960611,323006.9152960611,323006.9152960611,323006.9152960611,323006.9152960611
